Venue,Title,Abstract,DOI
CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - I): Information Processing in the Social Sciences and Humanities - Volume 1981,Thesaurus on American works of art (abstract only),"FOLK is an online analysis and retrieval system developed for the 1801 census of Norway, which is machine readable in a full-text and a coded version, each with approximately 1,000,000 records on individuals. The main advantage of the system is speed. FOLK consists of several parts:- A fast program for statistical analysis of the simple kind. Cross tabulations can be done in 1/16 of the time used by SPSS.- An interface to statistical and graphical packages for more complicated analysis.- A retrieval system for finding subsets of the data base. The subset can be anything from a single person to a region. Information from the coded and the full text version can be used for subtracting individuals.- A recoding system for recoding the coded version using a simple semantic analysis of the full-text version.- A fully computerized record linkage system. Information from other sources can be automatically added to the records on the individuals in the census.",https://dl.acm.org/doi/10.1145/800275.810938
CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - I): Information Processing in the Social Sciences and Humanities - Volume 1981,The role of the computer in ethnographic analysis (abstract only),"Art and architecture literature presents indexing difficulties due to the absence of a recognized controlled vocabulary. A recent investigation showed a number of independent partial efforts targeted to local needs. The Art and Architecture Thesaurus (AAT) group is building on the experience of others to create a unified, hierarchical thesaurus for these fields. Although the thesaurus itself will be in machine ""readable form, the real value of automation will be the ability to search hierarchically the literature indexed with the AAT.",https://dl.acm.org/doi/10.1145/800275.810937
CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - I): Information Processing in the Social Sciences and Humanities - Volume 1981,Art and architecture thesaurus (abstract only),"Designing and providing subject access to works of art has traditionally been very subjective. This is due to the fact that there are no standardized word lists which can be expected to meet the scope of all art collections. Whereas tailoring subject terms to the scope of a given collection is the most practical approach for the curator in charge of the collection, the researcher, who may not be an art specialist, often is frustrated when the listing of subject terms does not include the terms relevant for his/her purposes. This presentation will explore how the development of a thesaurus resolves the conflict of subject vocabulary. Specific examples will be drawn from four computer projects at the National Museum of American Art. Each of the projects varies in scope, yet a single subject classification guide has been developed for purposes of providing subject access to the contents of each project.Because a separate subject word list was not originally designed for each project, a thesaurus is now being developed which will allow for a listing of terms not used for indexing but which are relevant to both the scope of each project and anticipated researcher needs.From a practical viewpoint, the presentation will demonstrate how the computer can be used to generate terminology to be included in the thesaurus.",https://dl.acm.org/doi/10.1145/800275.810939
CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - I): Information Processing in the Social Sciences and Humanities - Volume 1981,Folk (abstract only),"Ethnography is a methodology which emphasises a ""soft"" interpretative approach to social reality. It is often portrayed as being at the opposite pole to quantitative approaches as exemplified in the classic Merton-Lazarsfeld paradigm (Structural-Functionalism wedded to the survey method).Ethnography is a method in which the researcher actively engages in and records the life of a social group. This record of experience is essentially qualitative. It is primarily constructed in the form of textual description: an ongoing account of a person's observations, thoughts and feelings while in the ""field"". This text is usually given the generic title of field-notes.The Ethnographic researcher is therefore normally confronted with a vast amount of textual data. To get some understanding of, and control over this data, the Ethnographer must in some way split up this record of raw experience. He must in some way ""chunk"" up his data into easily manageable units or categories. It is this classificatory activity which forms the basis of Ethnographic analysis.In greater detail, Ethnographic data analysis may be generally portrayed as consisting of three analytically distinct, but empirically indistinct activities: represents a1. The reading of field-notes, accompanied by the recording of themes and hypotheses;2. The coding of important topics observed within the field-notes under different category headings;3. The disassembling of field-notes by coded category; the purpose being the creative filing and retrieving of one's data.The prime concern of this presentation will be to discuss means by which such analysis may be accomplished.It is the author's belief that the schema shown below possible evolutionary trend in Ethnographic data analysis: items lower down the schema give the Ethnographer greater power and flexibility in the way he handles text. Reference will be made to presently ongoing research at Cardiff as evidence of this claim.1. The Traditional Filing Cabinet.a. Simple chronological filing of text.b. Multiple filing: the actual disassembling of text into files.2. The Filing cabinet and Separate Indices.a. Chronological filing: card indices.b. Chronological filing: specialised indices.c. Chronological filing: computer indices.3. The Full Computer Approach.a. Indices and fieldnotes stored on UNIX.b. A System of Personalised Interactive Computing for Ethnographers. SPICE: a term purely invented to emphasise the ""spice"" of Ethnographic research.Finally, this presentation will also discuss the implications that this research has for textual management in general. The projected computer arrangement will, I believe, prove of advantage not only to the Ethnographer, but to any researcher who employs continuous text as his/her primary resource.",https://dl.acm.org/doi/10.1145/800275.810940
CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - I): Information Processing in the Social Sciences and Humanities - Volume 1981,Initial experiences with an on-line catalog (abstract only),"P-STAT began as a collection of integrated commands which read rectangular files sequentially. A simple modification language for recoding and case selection was added in the late 1960's. Commands were added throughout the 1970's. Recently, however, a major effort has gone into language enhancement and file structure improvements.P-RADE, a random access data enhancement to P-STAT, is an example. This type of file structure supports up to 10 indexing keys, allowing a case or a group of cases to be accessed very rapidly. In addition, any P-STAT command can read a P-RADE file sequentially in any key order.In some ways, this approach blends aspects of database technology into statistical software. Examples of its use will be given.",https://dl.acm.org/doi/10.1145/800275.810942
CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - I): Information Processing in the Social Sciences and Humanities - Volume 1981,New file management in P-STAT (abstract only),"In January of 1981, the Center for the Study of Youth Development initiated an on-line catalog of the holdings of its specialized library consisting of 10,000 monographs, journals, vertical file materials, etc. The present paper discusses the reactions of the end-user or patron population to the resource. The background of the library automation project -- including issues of cost-effectiveness, increased power, and user utility--is discussed in order to establish the initial goals of this activity. Then, attention is given to how the project was implemented; this includes a comparison of preliminary goals with what ultimately was delivered. The transition from a COM catalog to the on-line catalog required training of patrons (some of whom had little or no experience with a computer terminal), and only half of the Center staff participated in the initial training sessions. Preliminary patron behavior is reviewed, and an attempt to informally analyze both positive and negative experiences is offered. The initial experiences are summarized in a discussion of the problems and prospects of the user interface of the ""query"" portion of the on-line catalog software.",https://dl.acm.org/doi/10.1145/800275.810941
CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - I): Information Processing in the Social Sciences and Humanities - Volume 1981,"Urben research in ethnic, demographic and household-economic structures with small area, micro-databases (abstract only)","Computerized U.S. Census data has been most widely used for (1)
employment, fertility, demographic and stratification research
involving Public Use Sample (PUS) microdata on the national level,
and (2) applied research (for planning, administration, marketing,
and other applications) with summary (aggregated) data for
localized (i.e., block, tract, community, etc.) geographic units. A
third, highly productive avenue of research, involving Census PUS
micro-data for localized urban units (i.e., SMSAs, counties and
especially selected large-city neighborhoods), has not received the
attention it merits, either among sophisticated public data users
or among novice users.Three forms of current or future small area,
Census microdata constitute resources for urban research. First,
conventional 1970 Census PUS data sets are available for counties
and/or SMSAs (with minimum populations of 250,000). Second, special
tabulations for the two largest U.S. cities permit analysis of 1970
household and person records group by (sub-county) urban
neighborhoods (27 in New York City; 12 in Chicago). Third, 1980
Census microdata, by allowing identification of geographic areas of
smaller population size (100,000 population), will vastly expand
the applications of localized research with the conventional PUS or
special tabulations. In addition, the 1980 PUS microdata will, for
the first time, allow comparative time-series analyses of county
(or SMSA) area populations, over the 1970-1980 decade.In contrast
to national PUS microdata research, local level analyses have the
advantages of (1) smaller data set size and processing costs, (2)
more immediate integration of computerized research hypotheses with
additional sources of (qualitative) information and questions
(stemming from direct knowledge of the communities studied), and
(3) increased ability to zero in on specialized ethnic,
occupational-industrial, migrant, age, etc. urban population groups
which are disproportionately represented in particular local
environments. Our own research projects (at various stages of
development) which attempt to exploit these advantages include
computerized analysis of:1. Patterns of household composition, and
source and structure of family income, among Upper East Side and
Upper West Side Manhattan residents with family incomes of $
50,000. or more (as reported in the 1970 Census)2. Employment
patterns of married women of Cuban immigrant background, in
relation to family class position and period of immigration, for
Hudson County, New Jersey3. Contrasts in the occupational positions
and household patterns of first-generation and second-generation
husbands and wives of Italian background in a New York City working
class community (Astoria-Long Island City, Queens)4. Wives'
employment patterns in relation to ethnic background and husbands'
occupations and income levels in a working class community located
in a manufacturing center (South Side, Chicago)5. Change in the
social and demographic characteristics of succeeding groups of
migrants to an expanding ""sunbelt"" metropolitan area (Albuquerque,
New Mexico)6. Contrasts in local housing markets and housing
availability, involving analysis of the number and characteristics
of vacant housing units for New Jersey counties.These, as well as
other projects we have assisted, have been undertaken with varied
software resources, including packages (such as CENTS-AID) with
unique hierarchical file processing capabilities, as well as more
versatile (non-hierarchical), general purpose packages (such as
SPSS). The advantages and research applications of small area,
micro-databases can be realized with a range of software techniques
and user-formulated research strategies.",https://dl.acm.org/doi/10.1145/800275.810943
CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - I): Information Processing in the Social Sciences and Humanities - Volume 1981,Beyond cataloging functions for art museum data banks (abstract only),"A data management system for art museums is presented. In addition
to providing conventional cataloging functions such as searching,
sorting and indexing, the system is shown to be able to model
complex relationships between entities relevant to the application.
The importance of this capability with regard to representing
higher levels of information (beyond pure physical characteristics)
is pointed out. Alternative representations of such relationships
are discussed and some directions of further work in the area of
automation of a museum's catalog is cited.",https://dl.acm.org/doi/10.1145/800275.810944
CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - I): Information Processing in the Social Sciences and Humanities - Volume 1981,Making computer capabilities accessible to musicians (abstract only),"During the past ten years at The Ohio State University we have developed a large library of music-related computer programs, encompassing many aspects of music scholarship. These programs include procedures for performing basic music analysis functions as well as programs for information retrieval. We have also prepared a considerable library of encoded musical data and bibliographic information. All our programs and data are stored on disks on OSU's Amdahl 470, making them immediately accessible to any computer programmer who has been initiated into the mysteries of manipulating disk-stored data sets. We wanted, however, to make everything equally accessible to those musicians who are not particularly interested in mastering the complexities of computers, but who would nevertheless like to make use of computer-produced results. We have taken two significant steps toward solving this difficult problem:1. SLAM (Simple Language for Analyzing Music), a ""super-high-level"" language written in SPITBOL by Thomas G. Whitney (formerly on the staff of OSU's Instruction and Research Computer Center). With SLAM, the musician specifies which music analysis procedures and which musical data he would like to use, communicating with the computer in normal English using traditional music analysis terminology. Though he must satisfy certain syntactical requirements and must include certain key words, such constraints are minimal. For example, ""Please count the intervals in the alto voice of Bach's chorale 308."" and ""Count intervals alto 308."" are both legal SLAM commands which would produce the same results. SLAM translates the user's request into the appropriate job control language statements which call the programs and data necessary to perform the task.2. IRRS (Information Retrieval Request System), written in SPITBOL, currently under development. This system provides access to different types of bibliographic, textual, and descriptive data stored on the computer. The user makes his request in the appropriate format, and the computer executes the steps necessary to produce the requested information. For example, in order to retrieve a bibliography of books and articles written between 1960 and 1970, dealing with the perception of music intervals, the user enters ""keyterm: perception, music intervals"" and ""year: 1960-1970"" from a computer terminal. The terminal then prints a list of books and articles meeting these criteria.SLAM has been very succesful. Not only have the non-computer-programmers found SLAM invaluable, but even our musician-programmers have found it much easier to access existing programs through SLAM. The information retrieval programs are well under way, and we expect them to be equally useful in providing access to research materials. In short, we are achieving our goals: 1) to make available a variety of computer procedures and data to computer-shy musicians and 2) to eliminate the fears, disappointments, and general confusion too often associated with musicians' attempts to use computers.",https://dl.acm.org/doi/10.1145/800275.810945
CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - I): Information Processing in the Social Sciences and Humanities - Volume 1981,Requirements for improving the use of computers to support the development of policy decisions (abstract only),"Computer based information systems have been developed and used successfully for production and engineering and for lower level management tasks but they have yet to be widely applied to aiding management decision making at the higher policy making levels. Despite many attempts, the failures have been many and the successes few. This has resulted in large part from the fact that the technicians who have been engaged to design such systems have not correctly understood the nature of the problem environment with which they are dealing. Because they themselves have had no experience at the policy making levels, they have had a poor conception of the problems to be solved, and thus have made mistakes which they would not have made, had they been designing an information system for lower level tasks. In designing an inventory or process control system, for instance, the technicians have carefully studied the nature of the problems to be dealt with, and have decided which information is important and which not. They have not, in these cases, delivered reams of superfluous information to every point in the system. But when designing an information system to aid higher level decision making, they have tended to do the exact opposite. They have attempted to put every conceivable piece of information that could possibly be of the most remote interest at the fingertips of each and every policy maker -- each of whom is already suffering from a severe information overload. The decision maker could never possibly begin to digest all of this information, even if he found it useful, which, in general, he does not. This paper proposes methods for dealing with this crucial inhibiting problem.",https://dl.acm.org/doi/10.1145/800275.810946
CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - I): Information Processing in the Social Sciences and Humanities - Volume 1981,On the need for human rationing (abstract only),"The occasion for this discussion is our recent experience with a severe shortfall in computational capacity at The Pennsylvania State University. Although the details of this affliction may not be reproduced elsewhere, it is our opinion that the events we experienced stem from essential, underlying phenomena which do have wide currency. These are, first, that overall demand for computational facilities and services is increasing ""exponentially"" and shows no sign of slowdown, and, second, that resources (most especially including funds) to provide increases in the relevant supply of computing capacities are not keeping pace and can not be expected to do so.It is possible that technical advances can treat this disorder, but in the nature of the political/bureaucratic systems which are the vehicles for the delivery of such ""fixes"", acquiring them will not be painless. Concretely, it seems unlikely that faculty and students in colleges and universities can expect relief from recurrent boom-and-bust in computational resources, whether the duration of such cycles is measured in decades or days. It behooves us to ask whether the attendant pains must be endured, and whether they are conducive to easier and more productive use of computing systems. Our answers are, first, that such pain does not ennoble, and, second, that it often is counterproductive. Consequently, we must try to identify the proximate sources of the disrupting effects of these cyclic shortfalls and attempt to curb them, within our means.We propose that the appropriate guidelines for allocating scarce computing resources may be characterized as prescriptions for humane rationing. In the most general terms, these prescriptions are 1) that qualified users should be ensured a fair share of the available resource without unnecessary expenses of effort in competition for them and in queuing, and 2) that use of computing resources should be so governed as to insure that all user sessions are as free as possible of delays, encumbrances, and constraints induced by management practices rather than by inherent limits of hard and software.While rationing is unnecessary during the occasional boom in academic computing resources, we should have on the shelf the management tools which can make fair and effective allocation possible during the recurrent busts we may anticipate in the 1980's.",https://dl.acm.org/doi/10.1145/800275.810947
CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - I): Information Processing in the Social Sciences and Humanities - Volume 1981,Relational data base management systems: A tale of two systems (abstract only),"This project management system is designed to provide research administrators and department executives the capability to handle the financial accounting needs for 30 or more separately budgeted projects/departments on a computer with 64K of RAM and two floppy disks. The system generates a wide variety of flexible reports including: a Cost Accounting Summary showing previous period expenses, current period expenses, total expenses, budgeted amount, encumbrances, and remaining balance by line item; a Budgetary Summary which shows for the current period and year-to-date the actual expenses, the budgeted amount, the variance between actual and budget, and the percent of budget by line item expended; an Income Statement showing revenue and expenses; an Expense Report; and a Transaction Register; and more.",https://dl.acm.org/doi/10.1145/800275.810948
CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - I): Information Processing in the Social Sciences and Humanities - Volume 1981,A micro-based project management system (abstract only),"A comparison is made of systems the author has designed for a main frame and a microcomputer. The limitations and advantages of microcomputers for data base management are discussed. Example applications are presented. Advantages of the set theoretic approach are discussed. Applications most suitable for the relational model are described, and contrasted on both the large and small system.The systems discussed include a commercial system Condor Series 20 DBMS which runs on CP/M, on Z-80 microcomputers and MICRO, a system which runs on MTS on large virtual memory main frame computers. CP/M is the operating system of Digital Research. MTS is the operating system at the University of Michigan.",https://dl.acm.org/doi/10.1145/800275.810949
CHI '81: Proceedings of the Joint Conference on Easier and More Productive Use of Computer Systems. (Part - I): Information Processing in the Social Sciences and Humanities - Volume 1981,Combining database management and statistical subroutinesunto a user-oriented data analysis facility (abstract only),"Most database management systems (DBMS) offer convenient and flexible data structures and very good data maintenance facilities. At the same time their data manipulation languages are usually limited and most data analysis applications require extensive programming in a host language. On the other hand, the packages of statistical subroutines (PSS) usually have very good data manipulation and analysis facilities, while at the same time they lack the well known advantages of DBMS. An attempt was made to combine the data definition and maintenance facilities of DBMS and the data manipulation and analysis facilities of PSS into a single user-oriented system. The additional software developed for this purpose performs the following functions:1. Allows the user to define his own analysis and (optionally) store it in a library for further reference.2. Allows the user to define the data on which analysis is to be performed.3. Allows the user to execute the (predefined) analysis in the following way:a. the user's description of analysis is translated into a sequence of data analysis and/or data manipulation subroutines of PSS.b. the required data are retrieved from a database under the control of DBMS and put into a temporary file, whose structure is determined by the analysis input requirements.c. the analysis is performed under the control of the executing program PSS.The outlined system is now being implemented, as an interdepartmental effort, in The Institute for Organization of the Medicine Industry, Warsaw, Poland. It utilizes IMS/VS as a database management system and the OSIRIS III package for statistical data processing. Although the system is still under development it is used not only by research workers but also by administrators and management for relatively simple analysis which are not routinely performed, standard reports. The main advantages of the outlined approach can be summarized as follows:a. reduction of time and cost of preparing the analysis,b. increasing the reliabilityc. presenting the tool for the actual decision makers to perform their own data analysis without the interference with programmers.",https://dl.acm.org/doi/10.1145/800275.810950
